WKT,name,description
"POLYGON ((106.7982356 -6.2148615, 106.798579 -6.2167387, 106.7984931 -6.2184452, 106.7981498 -6.2206637, 106.7995231 -6.2211756, 106.8017547 -6.2220289, 106.803128 -6.2223702, 106.8033855 -6.2229675, 106.8047588 -6.2245033, 106.8053596 -6.2240767, 106.8062179 -6.2233088, 106.8086211 -6.2218583, 106.808192 -6.221005, 106.8082778 -6.2204077, 106.8082778 -6.2195545, 106.8082778 -6.2169094, 106.8082778 -6.2159708, 106.806647 -6.2159708, 106.8059604 -6.2155442, 106.8060462 -6.2149469, 106.8062179 -6.2141789, 106.8062179 -6.2135816, 106.8058746 -6.212899, 106.7982356 -6.2148615))",GBK,
