WKT,name,description
"POLYGON ((106.8893993 -6.3015134, 106.8893939 -6.3016734, 106.8893966 -6.3017827, 106.8893966 -6.3020946, 106.889402 -6.3027051, 106.8895736 -6.3027131, 106.8897345 -6.3027131, 106.8898955 -6.3027131, 106.8900993 -6.3027158, 106.8902871 -6.3027184, 106.8903783 -6.3027184, 106.8904319 -6.3026864, 106.8904695 -6.3026384, 106.8904802 -6.3025371, 106.8904775 -6.3024785, 106.8904614 -6.3024572, 106.8904158 -6.3024145, 106.8903783 -6.3023692, 106.8903568 -6.3022972, 106.8903354 -6.3022332, 106.8903273 -6.3021212, 106.8903193 -6.3020173, 106.8903193 -6.301892, 106.8903354 -6.3018093, 106.8903783 -6.3017453, 106.8903971 -6.3017053, 106.890448 -6.3016734, 106.890507 -6.3016627, 106.8905017 -6.3016414, 106.8904936 -6.3015987, 106.8904722 -6.3015454, 106.8904427 -6.3015134, 106.8904078 -6.3015161, 106.8902764 -6.3015187, 106.890094 -6.3015241, 106.889756 -6.3015107, 106.8893993 -6.3015134))",TMII,
