WKT,name,description
"POLYGON ((106.8309292 -6.180086, 106.831058 -6.1799153, 106.8310365 -6.179702, 106.8309292 -6.1794033, 106.8304142 -6.1788913, 106.8304357 -6.178678, 106.8305859 -6.1785287, 106.8306074 -6.178358, 106.8298563 -6.1776967, 106.830028 -6.1747527, 106.8299636 -6.17407, 106.8297491 -6.17343, 106.8294701 -6.173302, 106.8291697 -6.17311, 106.829041 -6.17279, 106.8291482 -6.1722567, 106.8292126 -6.171958, 106.8291268 -6.1717234, 106.828998 -6.1715527, 106.8274531 -6.1714887, 106.8253288 -6.1714887, 106.8238911 -6.1714674, 106.823462 -6.1715314, 106.8233332 -6.1717234, 106.8232688 -6.1720647, 106.8232474 -6.1725127, 106.8232474 -6.1741554, 106.8232045 -6.1755634, 106.8231401 -6.1771207, 106.8231186 -6.1787633, 106.8230757 -6.1795953, 106.823183 -6.179958, 106.823462 -6.1802353, 106.8237624 -6.1803633, 106.8241701 -6.1803633, 106.8259725 -6.1803206, 106.8278822 -6.180214, 106.8292984 -6.1802353, 106.8301138 -6.1801926, 106.8309292 -6.180086))",Monas,
