WKT,name,description
"POLYGON ((106.8207225 -6.3017349, 106.8207222 -6.3017419, 106.8207077 -6.3018186, 106.820699 -6.3018702, 106.8206987 -6.3018772, 106.8207433 -6.3018842, 106.8207983 -6.3018949, 106.8208385 -6.3019009, 106.8208415 -6.3018822, 106.8208479 -6.3018462, 106.8208526 -6.3018206, 106.820862 -6.3017613, 106.8207225 -6.3017349))",Ragunan,
